sigma8,omega_m,s8
4.980147656576117e-07,0.2757129716394726,4.774305348341019e-07
4.980147656576117e-07,0.3031310721726766,5.006068867388436e-07
4.980147656576117e-07,0.2735863536329658,4.7558572178502127e-07
4.980147656576117e-07,0.3279358596530789,5.206861749293524e-07
4.980147656576117e-07,0.27368379430069123,4.7567040668280026e-07
4.980147656576117e-07,0.30654366498072044,5.034168695698017e-07
4.980147656576117e-07,0.3444033833317924,5.335993558091286e-07
4.980147656576117e-07,0.2996494483048637,4.977237140750645e-07
4.980147656576117e-07,0.28854342174686254,4.884129616115738e-07
4.980147656576117e-07,0.30712797588646945,5.038964291910863e-07
4.980147656576117e-07,0.2977063475945767,4.961073248818585e-07
4.980147656576117e-07,0.2671405940433875,4.6994987204984313e-07
4.980147656576117e-07,0.311076041040698,5.071248282209009e-07
4.980147656576117e-07,0.3002757190182442,4.982435666694568e-07
4.980147656576117e-07,0.312711312803612,5.084560138541951e-07
4.980147656576117e-07,0.3051793844098653,5.022953854301404e-07
4.980147656576117e-07,0.29163748278772644,4.910246135691237e-07
4.980147656576117e-07,0.25774568257620695,4.616122141624445e-07
4.980147656576117e-07,0.26844510444141384,4.7109591257634496e-07
4.980147656576117e-07,0.2943291717916395,4.932853824616656e-07
4.980147656576117e-07,0.3026783804463602,5.00232947397381e-07
4.980147656576117e-07,0.30704866669592445,5.038313647858143e-07
4.980147656576117e-07,0.3073151038834024,5.040499136966036e-07
4.980147656576117e-07,0.2769334153485257,4.784860414127403e-07
4.980147656576117e-07,0.3083572389410955,5.04903831234555e-07
4.980147656576117e-07,0.28031531854267494,4.813988048899099e-07
4.980147656576117e-07,0.30549268106858674,5.02553147104758e-07
4.980147656576117e-07,0.2695122471733142,4.7203135141002584e-07
4.980147656576117e-07,0.2613971724407873,4.6487055070324105e-07
4.980147656576117e-07,0.2612827569764112,4.64768800938798e-07
4.980147656576117e-07,0.2992420694852654,4.973852668297255e-07
4.980147656576117e-07,0.28229372806276476,4.830946262571109e-07
4.980147656576117e-07,0.265243690023463,4.682783965047896e-07
4.980147656576117e-07,0.3017663441296915,4.994787230394457e-07
4.980147656576117e-07,0.2801399813068233,4.812482238593648e-07
4.980147656576117e-07,0.2761418080947869,4.778016818048896e-07
4.980147656576117e-07,0.30259257683847224,5.001620390723158e-07
4.980147656576117e-07,0.3022074053086693,4.998436083882308e-07
4.980147656576117e-07,0.2781685722232834,4.795519073706168e-07
4.980147656576117e-07,0.3119755370397438,5.078574906864139e-07
4.980147656576117e-07,0.29042007683265514,4.899986798913134e-07
4.980147656576117e-07,0.2873971389126463,4.874418486167431e-07
4.980147656576117e-07,0.3318477455137092,5.237825525321286e-07
4.980147656576117e-07,0.3058332538792587,5.028332000691929e-07
4.980147656576117e-07,0.27205491257028336,4.7425277225619914e-07
4.980147656576117e-07,0.2870588523699572,4.871548875666492e-07
4.980147656576117e-07,0.2787255089439205,4.800317360483162e-07
4.980147656576117e-07,0.2798611364925774,4.810086525905994e-07
4.980147656576117e-07,0.2618507245124689,4.652736759930697e-07
4.980147656576117e-07,0.31950712433899103,5.139511773054547e-07
4.980147656576117e-07,0.2699494127072438,4.7241402831478606e-07
4.980147656576117e-07,0.2734553811289535,4.7547187087727463e-07
4.980147656576117e-07,0.2980342344419788,4.963804502338363e-07
4.980147656576117e-07,0.29025184801563586,4.898567409454971e-07
4.980147656576117e-07,0.29995996582490897,4.979815351984026e-07
4.980147656576117e-07,0.274653048742239,4.765119584763836e-07
4.980147656576117e-07,0.27383403429289693,4.7580094951114665e-07
4.980147656576117e-07,0.2794848995663848,4.806852170399308e-07
4.980147656576117e-07,0.32752341678431773,5.20358640048136e-07
4.980147656576117e-07,0.2998383834301301,4.978806018556494e-07
4.980147656576117e-07,0.28061648695790586,4.816573408752621e-07
4.980147656576117e-07,0.3147563262394692,5.101158593729003e-07
4.980147656576117e-07,0.2909396118752948,4.904367655399572e-07
4.980147656576117e-07,0.2871524102995741,4.872342676124017e-07
4.980147656576117e-07,0.2675071581632426,4.70272188669745e-07
4.980147656576117e-07,0.2750302692688689,4.76839077392285e-07
4.980147656576117e-07,0.29135036962820215,4.907828505040968e-07
4.980147656576117e-07,0.3094314190190871,5.057824973656409e-07
4.980147656576117e-07,0.3037210291999688,5.010937932632688e-07
4.980147656576117e-07,0.24921535644479798,4.539092068662378e-07
4.980147656576117e-07,0.2914818956083955,4.908936164730529e-07
4.980147656576117e-07,0.2888890460220676,4.887053904853658e-07
4.980147656576117e-07,0.2882175992097442,4.881371263512949e-07
4.980147656576117e-07,0.2712024042734529,4.735091325852115e-07
4.980147656576117e-07,0.3091028464100247,5.055138911340073e-07
4.980147656576117e-07,0.2741425433547531,4.760688993737296e-07
4.980147656576117e-07,0.26604244214822304,4.6898295085918365e-07
4.980147656576117e-07,0.2942795982146844,4.932438389230253e-07
4.980147656576117e-07,0.3051501542009461,5.022713298231943e-07
4.980147656576117e-07,0.24396157670528829,4.490992272186165e-07
4.980147656576117e-07,0.28501927920887243,4.854211678057162e-07
4.980147656576117e-07,0.3123914982286915,5.08195944526838e-07
4.980147656576117e-07,0.29406927271734445,4.930675434893849e-07
4.980147656576117e-07,0.2683690399277121,4.710291648136702e-07
4.980147656576117e-07,0.3195988827778005,5.140249721736341e-07
4.980147656576117e-07,0.30077820087369317,4.986602731928686e-07
4.980147656576117e-07,0.26234400538071323,4.657117168187088e-07
4.980147656576117e-07,0.3012593847338114,4.990589912256925e-07
4.980147656576117e-07,0.2727201846064037,4.74832277433778e-07
4.980147656576117e-07,0.2889952378110172,4.887952030486305e-07
4.980147656576117e-07,0.3051078245165151,5.022364916886453e-07
4.980147656576117e-07,0.30502774246743575,5.021705760292481e-07
4.980147656576117e-07,0.30141197337186315,4.991853625446353e-07
4.980147656576117e-07,0.2909616989332276,4.904553812581876e-07
4.980147656576117e-07,0.2567695987546208,4.6073732151851075e-07
4.980147656576117e-07,0.2909479734263283,4.904438130206244e-07
4.980147656576117e-07,0.278462162609537,4.79804909891407e-07
4.980147656576117e-07,0.318831372413158,5.134073907964557e-07
4.980147656576117e-07,0.2859390922791401,4.862038114973222e-07
4.980147656576117e-07,0.2868864552921584,4.8700858186733e-07
4.980147656576117e-07,0.2817624606775506,4.826398281869429e-07
4.980147656576117e-07,0.2815803103835947,4.82483797466623e-07
4.980147656576117e-07,0.28347952935664317,4.841082051187668e-07
4.980147656576117e-07,0.2698382737816519,4.723167712174361e-07
4.980147656576117e-07,0.32352874624550565,5.171756028682567e-07
4.980147656576117e-07,0.24577729381984229,4.507673700746224e-07
4.980147656576117e-07,0.31287508086413857,5.085891365661752e-07
4.980147656576117e-07,0.3354138571560879,5.265893754435714e-07
4.980147656576117e-07,0.27300311261070415,4.750785161270092e-07
4.980147656576117e-07,0.28044685106469763,4.815117351662574e-07
4.980147656576117e-07,0.27979967202290507,4.809558289553006e-07
4.980147656576117e-07,0.297546009860897,4.959737109399704e-07
4.980147656576117e-07,0.317112757176099,5.120217962441405e-07
4.980147656576117e-07,0.2651069059337716,4.681576371867751e-07
4.980147656576117e-07,0.2888883065817909,4.887047650399129e-07
4.980147656576117e-07,0.29258442363950454,4.918211408791433e-07
4.980147656576117e-07,0.2944776804855826,4.934098144522048e-07
4.980147656576117e-07,0.3169084009230995,5.118567891351537e-07
4.980147656576117e-07,0.287484261598007,4.875157255262972e-07
4.980147656576117e-07,0.32059100638921223,5.148221920253392e-07
4.980147656576117e-07,0.2569028665626846,4.6085687127867674e-07
4.980147656576117e-07,0.2640984245587277,4.672663399333327e-07
4.980147656576117e-07,0.25993714093763787,4.6357046766744107e-07
4.980147656576117e-07,0.28891410266964374,4.887265838351919e-07
4.980147656576117e-07,0.31253130059095513,5.083096464792417e-07
4.980147656576117e-07,0.29118436868028974,4.906430153864316e-07
4.980147656576117e-07,0.28711279176152116,4.872006544951964e-07
4.980147656576117e-07,0.27913150457732466,4.803812194359695e-07
4.980147656576117e-07,0.32007985977165376,5.144116150109554e-07
4.980147656576117e-07,0.248532195351837,4.5328664107295277e-07
4.980147656576117e-07,0.27444366624818245,4.7633028875593743e-07
4.980147656576117e-07,0.31543110189988316,5.106623606709575e-07
4.980147656576117e-07,0.29978749122455833,4.978383468966284e-07
4.980147656576117e-07,0.28250358384900803,4.832741579968544e-07
4.980147656576117e-07,0.31318659606728494,5.088422628797497e-07
4.980147656576117e-07,0.2838090712137202,4.843895086402649e-07
4.980147656576117e-07,0.2863019572711402,4.865122170457137e-07
4.980147656576117e-07,0.2618307740727288,4.6525595102540607e-07
4.980147656576117e-07,0.3250958836396873,5.184266603565918e-07
4.980147656576117e-07,0.28806573776259214,4.880085100248854e-07
4.980147656576117e-07,0.3120660376403304,5.079311472231041e-07
4.980147656576117e-07,0.28886108752557865,4.886817416161312e-07
4.980147656576117e-07,0.30486528188045425,5.020368278794323e-07
4.980147656576117e-07,0.2969516341072334,4.954780865564253e-07
4.980147656576117e-07,0.2704325444476993,4.728365818972031e-07
4.980147656576117e-07,0.29945194964826083,4.975596624338801e-07
4.980147656576117e-07,0.3102874013003626,5.064815890397996e-07
4.980147656576117e-07,0.29052182100421664,4.900845040957236e-07
4.980147656576117e-07,0.2748923413529335,4.767194947945593e-07
4.980147656576117e-07,0.2629663078876733,4.6626374373913987e-07
4.980147656576117e-07,0.3426476412967478,5.322374936277541e-07
4.980147656576117e-07,0.3040061975881798,5.013289804408529e-07
4.980147656576117e-07,0.288078802005507,4.880195758834743e-07
4.980147656576117e-07,0.3254160127127102,5.186818506215253e-07
4.980147656576117e-07,0.2787506644821146,4.800533974747676e-07
4.980147656576117e-07,0.25859550560219086,4.6237258744837233e-07
4.980147656576117e-07,0.30241344195101355,5.000139691233983e-07
4.980147656576117e-07,0.30221171490567644,4.998471723592012e-07
4.980147656576117e-07,0.2991836015845687,4.973366732394409e-07
4.980147656576117e-07,0.2941537537432622,4.931383633004545e-07
4.980147656576117e-07,0.31106305706665804,5.071142446923665e-07
4.980147656576117e-07,0.2905951227899149,4.901463269967495e-07
4.980147656576117e-07,0.28075449422589915,4.817757659252108e-07
4.980147656576117e-07,0.28042502756673043,4.814929999321625e-07
4.980147656576117e-07,0.28120537883451646,4.821624705684389e-07
4.980147656576117e-07,0.2602887925392605,4.6388392845447225e-07
4.980147656576117e-07,0.311309607501307,5.073151757732026e-07
4.980147656576117e-07,0.2827432287912068,4.834790928431445e-07
4.980147656576117e-07,0.2795427994569346,4.80735005383064e-07
4.980147656576117e-07,0.27162696107031603,4.738796176956284e-07
4.980147656576117e-07,0.29468429465073037,4.935828794889363e-07
4.980147656576117e-07,0.2857202231154898,4.86017695999598e-07
4.980147656576117e-07,0.297648194923681,4.960588687854057e-07
4.980147656576117e-07,0.33910600279821784,5.294797203750791e-07
4.980147656576117e-07,0.2788904576167949,4.801737554976147e-07
4.980147656576117e-07,0.27858507412501043,4.799107897025949e-07
4.980147656576117e-07,0.3026586363551102,5.002166317193057e-07
4.980147656576117e-07,0.3259175534619104,5.190814006084265e-07
4.980147656576117e-07,0.2966891357997405,4.952590426114396e-07
4.980147656576117e-07,0.2740340551092309,4.7597469110207754e-07
4.980147656576117e-07,0.3258911572703557,5.190603798788331e-07
4.980147656576117e-07,0.3137678654689617,5.093142456057593e-07
4.980147656576117e-07,0.31088321754138143,5.069676307368477e-07
4.980147656576117e-07,0.2828141581842588,4.835397321877792e-07
4.980147656576117e-07,0.3001454806221459,4.981355035184461e-07
4.980147656576117e-07,0.30297419775179285,5.004773345654046e-07
4.980147656576117e-07,0.27366128658025524,4.7565084674376544e-07
4.980147656576117e-07,0.31556903725214597,5.107740026322879e-07
4.980147656576117e-07,0.3049250713205444,5.02086054588869e-07
4.980147656576117e-07,0.29438300655327876,4.933304929864254e-07
4.980147656576117e-07,0.2955804305154068,4.943328033341599e-07
4.980147656576117e-07,0.29388179985796614,4.929103500524593e-07
4.980147656576117e-07,0.2759975837012165,4.776768914691537e-07
4.980147656576117e-07,0.2975442375012904,4.959722337817308e-07
4.980147656576117e-07,0.32762314138881177,5.204378536363002e-07
4.980147656576117e-07,0.27995891551294777,4.810926736305349e-07
4.980147656576117e-07,0.2787184273852654,4.800256379439478e-07
4.980147656576117e-07,0.2880164827244123,4.879667870738035e-07
4.980147656576117e-07,0.2761618386023751,4.778190106489525e-07
4.980147656576117e-07,0.29704110793028593,4.955527266234208e-07
4.980147656576117e-07,0.31234591663176253,5.081588672890028e-07
4.980147656576117e-07,0.2989541712003463,4.971459441567901e-07
4.980147656576117e-07,0.3041800751517702,5.014723285068513e-07
4.980147656576117e-07,0.3260188086582163,5.19162027759246e-07
4.980147656576117e-07,0.27637896685050234,4.780068128823278e-07
4.980147656576117e-07,0.2522091853810894,4.566274776539387e-07
4.980147656576117e-07,0.30520829312288594,5.023191753223012e-07
4.980147656576117e-07,0.2890457728771604,4.888379376942804e-07
4.980147656576117e-07,0.3075472458115134,5.042402542111357e-07
4.980147656576117e-07,0.24916530263151415,4.538636217387311e-07
4.980147656576117e-07,0.2843779941422809,4.848747685511009e-07
4.980147656576117e-07,0.30145165562712317,4.99218221473264e-07
4.980147656576117e-07,0.2770612644458885,4.785964776156964e-07
4.980147656576117e-07,0.30270343603363936,5.002536515039702e-07
4.980147656576117e-07,0.293951992093848,4.929692111556364e-07
4.980147656576117e-07,0.29395821566925295,4.929744297200645e-07
4.980147656576117e-07,0.2984833189280383,4.967542879056207e-07
4.980147656576117e-07,0.33284540717223726,5.245693073227048e-07
4.980147656576117e-07,0.2924006265343652,4.916666393142342e-07
4.980147656576117e-07,0.25662831852244816,4.606105502176207e-07
4.980147656576117e-07,0.32147973526580065,5.155352823593854e-07
4.980147656576117e-07,0.31094196605224306,5.070155300519926e-07
4.980147656576117e-07,0.28922983060998586,4.889935533304894e-07
4.980147656576117e-07,0.258472156860315,4.6226229960800304e-07
4.980147656576117e-07,0.29791607066874815,4.962820387174851e-07
4.980147656576117e-07,0.27656753264123896,4.781698505487491e-07
4.980147656576117e-07,0.28258771335827787,4.833461121127884e-07
4.980147656576117e-07,0.255205724424438,4.5933210114623846e-07
4.980147656576117e-07,0.31321653574757036,5.088665841801826e-07
4.980147656576117e-07,0.2995408165444624,4.976334861356948e-07
4.980147656576117e-07,0.28012486833677375,4.812352425132993e-07
4.980147656576117e-07,0.30700443484226986,5.037950737996469e-07
4.980147656576117e-07,0.3315349596712168,5.235356465449043e-07
4.980147656576117e-07,0.29477578318053027,4.936594931199241e-07
4.980147656576117e-07,0.2892555552698031,4.890152988625698e-07
4.980147656576117e-07,0.2883856683978283,4.882794300378754e-07
4.980147656576117e-07,0.29692976951795985,4.954598451611335e-07
4.980147656576117e-07,0.2872082074368965,4.872816030270403e-07
4.980147656576117e-07,0.26893168873652684,4.7152267411536434e-07
4.980147656576117e-07,0.29434865746359445,4.933017108432565e-07
4.980147656576117e-07,0.29729922004932446,4.957679836817108e-07
4.980147656576117e-07,0.3110130879201522,5.07073511659062e-07
4.980147656576117e-07,0.2671399017453903,4.699492631091332e-07
4.980147656576117e-07,0.2749144829996128,4.767386934779893e-07
4.980147656576117e-07,0.2984384150847057,4.967169206319692e-07
4.980147656576117e-07,0.30928174336576714,5.056601560681164e-07
4.980147656576117e-07,0.30402345484621796,5.013432094941924e-07
4.980147656576117e-07,0.29251152906943084,4.9175987083025e-07
4.980147656576117e-07,0.2611989823481141,4.646942859660619e-07
4.980147656576117e-07,0.24693219772792568,4.5182520348387536e-07
4.980147656576117e-07,0.3101963417868527,5.064072654432083e-07
4.980147656576117e-07,0.28350337232982753,4.841285634428454e-07
4.980147656576117e-07,0.25709202506086215,4.610265053390168e-07
4.980147656576117e-07,0.30127818240104715,4.990745608626719e-07
4.980147656576117e-07,0.2956238284793875,4.943690916800509e-07
4.980147656576117e-07,0.2843864984626645,4.848820185838646e-07
4.980147656576117e-07,0.26792821365568453,4.706421466804747e-07
4.980147656576117e-07,0.25858998792753646,4.6236765458012746e-07
4.980147656576117e-07,0.2855073370000595,4.858365997890643e-07
4.980147656576117e-07,0.2633194901016359,4.6657675114843237e-07
4.980147656576117e-07,0.298809494759208,4.970256347299953e-07
4.980147656576117e-07,0.3172828085994769,5.121590634521035e-07
4.980147656576117e-07,0.30086596058072773,4.987330163099456e-07
4.980147656576117e-07,0.276741981648981,4.783206330815097e-07
4.980147656576117e-07,0.27614189604408185,4.778017578931828e-07
4.980147656576117e-07,0.31495484145347463,5.102766977558551e-07
4.980147656576117e-07,0.33290298255546774,5.246146751905942e-07
4.980147656576117e-07,0.29827598194902993,4.965817264606029e-07
4.980147656576117e-07,0.2870599599674302,4.87155827393095e-07
4.980147656576117e-07,0.26260394040841845,4.6594237735330755e-07
4.980147656576117e-07,0.32278233610888135,5.165786728847336e-07
4.980147656576117e-07,0.32256793246257076,5.1640707931086e-07
4.980147656576117e-07,0.26970486538614263,4.721999997679195e-07
4.980147656576117e-07,0.2746005353788271,4.764664020152795e-07
4.980147656576117e-07,0.3066705792321785,5.035210703262919e-07
4.980147656576117e-07,0.2658071796261759,4.687755431351502e-07
4.980147656576117e-07,0.2888846184468459,4.887016454694192e-07
4.980147656576117e-07,0.27158652813841266,4.738443467944692e-07
4.980147656576117e-07,0.27192184717070417,4.741367766424997e-07
4.980147656576117e-07,0.3021827624181435,4.9982322860564e-07
4.980147656576117e-07,0.2928343382727981,4.920311436242687e-07
4.980147656576117e-07,0.28381767071594993,4.843968471602922e-07
4.980147656576117e-07,0.30913404633589164,5.055394030277617e-07
4.980147656576117e-07,0.30015982653825085,4.981474079534864e-07
4.980147656576117e-07,0.33985999034865577,5.300680311801316e-07
4.980147656576117e-07,0.28802220693617714,4.879716361215362e-07
4.980147656576117e-07,0.29643395612392026,4.950460128557683e-07
4.980147656576117e-07,0.27488509681014306,4.7671321299435235e-07
4.980147656576117e-07,0.2898176200671159,4.894901815176996e-07
4.980147656576117e-07,0.3063553259840057,5.032621973214028e-07
4.980147656576117e-07,0.2637632753529968,4.669697579708743e-07
4.980147656576117e-07,0.2862605739402911,4.864770544784884e-07
4.980147656576117e-07,0.299730032876524,4.977906358669785e-07
4.980147656576117e-07,0.2871182488855677,4.872052845601919e-07
4.980147656576117e-07,0.3143752370339463,5.098069560895626e-07
4.980147656576117e-07,0.2832582805776392,4.839192509876748e-07
4.980147656576117e-07,0.29340832444750975,4.92513124013436e-07
4.980147656576117e-07,0.3138129254957268,5.093508154591043e-07
4.980147656576117e-07,0.30868639822478544,5.051732418965328e-07
4.980147656576117e-07,0.2539603912483996,4.5821002396700537e-07
4.980147656576117e-07,0.23817915415710178,4.4374499360127987e-07
4.980147656576117e-07,0.2936671983955831,4.927303480927168e-07
4.980147656576117e-07,0.2705386211823689,4.729293075031575e-07
4.980147656576117e-07,0.2713346408185361,4.736245585179073e-07
4.980147656576117e-07,0.32423416960284684,5.177391217253689e-07
4.980147656576117e-07,0.2858135264569627,4.860970452544112e-07
4.980147656576117e-07,0.3265201942709387,5.19561085056126e-07
4.980147656576117e-07,0.2778857015399332,4.793080162684505e-07
4.980147656576117e-07,0.32123022393453704,5.153351813124354e-07
4.980147656576117e-07,0.2764456926049579,4.780645116296454e-07
4.980147656576117e-07,0.29369360611729817,4.92752501730367e-07
4.980147656576117e-07,0.27686211442057207,4.784244405131799e-07
4.980147656576117e-07,0.3043790662133013,5.016363303668415e-07
4.980147656576117e-07,0.3200266730391097,5.143688740998645e-07
4.980147656576117e-07,0.3011246001880132,4.989473383307918e-07
4.980147656576117e-07,0.3085568025616247,5.050671874437108e-07
4.980147656576117e-07,0.30015671512579245,4.981448260855434e-07
4.980147656576117e-07,0.2732158066532199,4.7526354459746456e-07
4.980147656576117e-07,0.2679358326855663,4.706488384189784e-07
4.980147656576117e-07,0.3063147442507859,5.032288635960003e-07
4.980147656576117e-07,0.29565159900976595,4.943923113398898e-07
4.980147656576117e-07,0.3046975557209963,5.018987073736603e-07
4.980147656576117e-07,0.26406336104088307,4.672353201619633e-07
4.980147656576117e-07,0.3017272803751018,4.994463931489145e-07
4.980147656576117e-07,0.32404429889270475,5.175875061652081e-07
4.980147656576117e-07,0.2547847448168836,4.589530946446314e-07
4.980147656576117e-07,0.30346362702539914,5.008814109135476e-07
4.980147656576117e-07,0.272989590915814,4.7506675079175875e-07
4.980147656576117e-07,0.2978934305964596,4.962631809319992e-07
4.980147656576117e-07,0.27780434191361236,4.792378450152293e-07
4.980147656576117e-07,0.30296560867687716,5.004702404501e-07
4.980147656576117e-07,0.2812508339935318,4.822014383261943e-07
4.980147656576117e-07,0.28200727628770794,4.82849458861094e-07
4.980147656576117e-07,0.25478382376038444,4.5895226507747464e-07
4.980147656576117e-07,0.34116398571336504,5.310839561619853e-07
4.980147656576117e-07,0.3301218577631824,5.224187217584874e-07
4.980147656576117e-07,0.30185053898402364,4.995483971536238e-07
4.980147656576117e-07,0.28993251085178096,4.895871948369924e-07
4.980147656576117e-07,0.3091061041714102,5.055165550358678e-07
4.980147656576117e-07,0.2861268108144056,4.863633813063317e-07
4.980147656576117e-07,0.28756504983233433,4.875842210464197e-07
4.980147656576117e-07,0.32708185132668377,5.200077492629252e-07
4.980147656576117e-07,0.27081121526553037,4.731675087486299e-07
4.980147656576117e-07,0.32086487056544377,5.150420379585985e-07
4.980147656576117e-07,0.25463121268874295,4.5881479228293376e-07
4.980147656576117e-07,0.2581059386546641,4.619347036320423e-07
4.980147656576117e-07,0.23255475573436699,4.3847436177596585e-07
4.980147656576117e-07,0.2808580748682745,4.818646301152079e-07
4.980147656576117e-07,0.2960358379963893,4.947134716519216e-07
4.980147656576117e-07,0.28592652499646065,4.861931268304767e-07
4.980147656576117e-07,0.29734731013632354,4.958080789120483e-07
4.980147656576117e-07,0.2845775279791486,4.850448449282137e-07
4.980147656576117e-07,0.30768090792722097,5.043498154229889e-07
4.980147656576117e-07,0.300318784354082,4.982792942622756e-07
4.980147656576117e-07,0.264914211536615,4.6798746479543785e-07
4.980147656576117e-07,0.2892871703540503,4.89042022355289e-07
4.980147656576117e-07,0.27379495125971237,4.757669938928924e-07
4.980147656576117e-07,0.2912335969969594,4.90684488266768e-07
4.980147656576117e-07,0.28265944321833353,4.834074526231999e-07
4.980147656576117e-07,0.23157299033010784,4.3754783964915985e-07
4.980147656576117e-07,0.2698053859058012,4.722879873676683e-07
4.980147656576117e-07,0.2754399411754173,4.771940835585225e-07
4.980147656576117e-07,0.2740161598669949,4.7595914956390246e-07
4.980147656576117e-07,0.3224935691693912,5.163475508508557e-07
4.980147656576117e-07,0.25873618382606683,4.6249833772052013e-07
4.980147656576117e-07,0.3538621513568972,5.408771677242003e-07
4.980147656576117e-07,0.3129689141839351,5.086653954830235e-07
4.980147656576117e-07,0.2766371182892201,4.782300016190568e-07
4.980147656576117e-07,0.31562032723470224,5.108155094377638e-07
4.980147656576117e-07,0.2730728669001825,4.7513920526621587e-07
4.980147656576117e-07,0.28192703073516007,4.827807562395343e-07
4.980147656576117e-07,0.2686493417149145,4.71275087106948e-07
4.980147656576117e-07,0.29904743592499466,4.97223485412956e-07
4.980147656576117e-07,0.30971459991359723,5.060138817321053e-07
4.980147656576117e-07,0.2965159263316433,4.951144534288165e-07
4.980147656576117e-07,0.2840919717972194,4.846308679847763e-07
4.980147656576117e-07,0.3127975712225809,5.08526135378421e-07
4.980147656576117e-07,0.27784356025811136,4.792716714332915e-07
4.980147656576117e-07,0.2799045015754356,4.810459178078482e-07
4.980147656576117e-07,0.28266351176370624,4.834109316473832e-07
4.980147656576117e-07,0.2835535906157732,4.841714395291147e-07
4.980147656576117e-07,0.281367593745639,4.823015195908074e-07
4.980147656576117e-07,0.29648718563443205,4.950904576192094e-07
4.980147656576117e-07,0.2940231931174568,4.930289110184863e-07
4.980147656576117e-07,0.2805019268675495,4.815590138991136e-07
4.980147656576117e-07,0.32877857998116566,5.213547679995045e-07
4.980147656576117e-07,0.2935916356387919,4.926669524206943e-07
4.980147656576117e-07,0.31219399683912447,5.080352723017806e-07
4.980147656576117e-07,0.32799763869790427,5.207352180253536e-07
4.980147656576117e-07,0.287592376720928,4.876073877058722e-07
4.980147656576117e-07,0.28818933435391675,4.881131905059161e-07
4.980147656576117e-07,0.2812902725886031,4.822352456581859e-07
4.980147656576117e-07,0.3023073496802611,4.999262543207933e-07
4.980147656576117e-07,0.3061611559656229,5.031026865990972e-07
4.980147656576117e-07,0.283013664077636,4.837102540948309e-07
4.980147656576117e-07,0.2576737878312682,4.6154782936520605e-07
4.980147656576117e-07,0.3242122674516385,5.177216346849846e-07
4.980147656576117e-07,0.3132375660521638,5.088836673134349e-07
4.980147656576117e-07,0.3000218833987969,4.980329290859258e-07
4.980147656576117e-07,0.3035575063906181,5.009588811415628e-07
4.980147656576117e-07,0.3174731709032591,5.123126821751561e-07
4.980147656576117e-07,0.31629828907168095,5.113638385817696e-07
4.980147656576117e-07,0.2579606837620566,4.618047032937338e-07
4.980147656576117e-07,0.28648228375135326,4.866654071017283e-07
4.980147656576117e-07,0.32390102080861505,5.174730663405431e-07
4.980147656576117e-07,0.26359954977558586,4.6682480458173096e-07
4.980147656576117e-07,0.27615158040252286,4.77810136127317e-07
4.980147656576117e-07,0.305201119273792,5.023132718406176e-07
4.980147656576117e-07,0.2749568718881883,4.767754460786818e-07
4.980147656576117e-07,0.29230052158294834,4.915824697300544e-07
4.980147656576117e-07,0.2749606133652236,4.7677868992980265e-07
4.980147656576117e-07,0.29042623297343884,4.900038732045733e-07
